name,number,title,full_name,term_quarter,term_year,grade_Ap,grade_A,grade_Am,grade_Bp,grade_B,grade_Bm,grade_Cp,grade_C,grade_Cm,grade_Dp,grade_D,grade_Dm,grade_F,grade_no_pass,grade_pass
HEBREW 1A,1A,Elementary Hebrew,Nancy Ezer,FA,2017,0,10,1,2,0,0,1,1,0,1,0,0,1,1,2
HIN-URD 1,1,Introductory Hindi-Urdu,Gyanam Mahajan,FA,2017,9,36,15,12,7,5,0,0,0,0,0,0,0,0,1
HIN-URD 100A,100A,Intermediate Hindi-Urdu,Gyanam Mahajan,FA,2017,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0
HIST 149A,149A,"North American Indian History, Precontact to 1830",Benjamin Madley,FA,2017,0,18,28,19,8,3,0,1,0,0,0,0,0,0,3
HIST 21,21,"World History, Circa 600 to 1760",Sanjay Subrahmanyam,FA,2017,0,18,11,18,6,4,1,2,1,1,3,0,0,0,9
HIST 161,161,Topics in Latin American History,Fernando Perez-Montesinos,FA,2017,9,27,9,7,5,1,1,2,0,0,0,0,1,0,0
HIST M186A,M186A,History of Early Christians,King-kok Cheung,FA,2017,0,2,3,6,0,3,0,0,0,0,0,1,0,0,0
HIST 97D,97D,Introduction to Historical Practice: Variable Topics in U.S. History,Brenda Stevenson,FA,2017,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST 141A,141A,"American Economic History, 1790 to 1910",Mary Yeager,FA,2017,1,8,9,13,31,10,5,2,1,0,0,0,1,0,9
HIST 138A,138A,"Colonial America, 1600 to 1763",Craig Yirush,FA,2017,9,7,7,8,9,8,3,0,0,1,1,0,0,0,4
HIST 97N,97N,Introduction to Historical Practice: Variable Topics in Indian History,Nile Green,FA,2017,1,4,2,6,1,0,0,0,0,0,0,0,0,0,1
HIST 164E,164E,Topics in African History: Africa from 1945 to the Present,Vincent Hiribarren,FA,2017,2,10,1,3,4,5,1,0,0,1,0,0,0,0,0
HIST 121D,121D,"History of Modern Europe: Bourgeois Century, 1815 to 1914",Stephen Frank,FA,2017,0,12,5,5,4,5,2,0,0,0,0,0,0,0,0
HIST 116A,116A,Byzantine History,John Langdon,FA,2017,2,11,7,8,5,4,3,3,0,1,1,0,1,1,2
HIST 191E,191E,Undergraduate Variable Topics Research Seminars: History -- Latin America,William Summerhill,FA,2017,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0
HIST 111B,111B,Topics in Middle Eastern History: Early Modern,Maran Momdjian,FA,2017,2,10,3,0,1,0,1,0,1,0,0,0,0,0,0
HIST 187D,187D,"Variable Topics Historiography Proseminar: U.S.: Race, Medicine, and Body Politic",Carla Pestana,FA,2017,0,1,3,2,1,1,1,0,2,0,1,0,0,0,1
HIST 11A,11A,History of China: To 1000,Richard Von glahn,FA,2017,0,4,6,10,6,3,2,0,0,0,1,0,0,0,5
HIST 195CE,195CE,Community and Corporate Internships in History,Kristina Wilson,FA,2017,0,10,6,4,1,0,1,1,0,0,0,0,0,0,4
HIST M147D,M147D,"History of Women in the U.S., 1860 to 1980",Ellen Dubois,FA,2017,5,19,20,10,7,4,1,2,1,1,0,0,2,1,1
HIST 136A,136A,"History of Britain: Tudor-Stuart Times, 1485 to 1715",Muriel Mc Clendon,FA,2017,0,6,9,9,28,13,11,2,0,1,0,0,1,0,4
HIST 180A,180A,Topics in History of Science,Chien-Ling Zeleny,FA,2017,0,34,3,1,1,0,0,0,0,0,0,0,0,0,0
HIST 1C,1C,Introduction to Western Civilization: Circa 1715 to the Present,Caroline Ford,FA,2017,10,87,34,22,14,14,3,1,0,1,1,0,0,1,4
HIST M174E,M174E,"Indo-Islamic Interactions, 1750 to 1950",Nile Green,FA,2017,0,7,11,8,12,8,3,1,0,0,0,0,0,0,0
HIST 19,19,Fiat Lux Freshman Seminars,W Marotti,FA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
HIST 191F,191F,Undergraduate Variable Topics Research Seminars: History -- Near East,Michael Morony,FA,2017,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0
HIST 1A,1A,Introduction to Western Civilization: Ancient Civilizations from Prehistory to Circa A.D. 843,David Phillips,FA,2017,7,44,47,13,16,6,0,1,1,0,1,0,3,1,1
HIST M110A,M110A,Iranian Civilization,Rahim Shayegan,FA,2017,7,36,6,5,0,0,2,0,0,0,0,0,1,0,1
HIST 120B,120B,"East-Central Europe: Short 20th Century, 1918 to 1990",Jared McBride,FA,2017,2,15,14,4,3,8,1,3,1,0,1,0,0,0,0
HIST 125A,125A,Baroque and Enlightenment Germany,David Sabean,FA,2017,1,12,5,13,6,3,0,0,1,0,0,0,0,0,1
HIST 12B,12B,Inequality: History of Neoliberalism,Robin Kelley,FA,2017,9,216,82,19,6,4,0,0,0,1,0,0,1,0,6
HIST 187B,187B,"Variable Topics Historiography Proseminar: Medieval: Life, Death, and Human Body in Middle Ages",Kristina Markman,FA,2017,0,9,6,1,3,0,0,0,0,0,0,0,0,0,1
HIST M103A,M103A,Ancient Egyptian Civilization,Nethany Simpson,FA,2017,2,5,3,2,6,1,1,3,2,1,3,1,0,2,1
HIST 191C,191C,Undergraduate Variable Topics Research Seminars: History -- Europe,Caroline Ford,FA,2017,1,2,4,1,0,2,0,1,0,0,0,0,0,0,0
HIST 97D,97D,Introduction to Historical Practice: Variable Topics in U.S. History,M Meranze,FA,2017,0,3,3,4,1,3,0,0,0,0,0,0,0,0,0
HIST 143A,143A,Constitutional History of the U.S.: Origins and Development of Constitutionalism in the U.S.,M Meranze,FA,2017,0,3,10,14,11,7,5,0,0,0,0,0,1,0,3
HIST M127A,M127A,History of Russia from Origins to Rise of Muscovy,Gail Lenhoff,FA,2017,2,4,1,0,0,0,2,0,1,0,0,0,0,0,0
HIST 170D,170D,20th-Century China,Roy Wong,FA,2017,0,12,9,9,10,4,2,1,1,0,0,0,2,0,4
HIST 96W,96W,Introduction to Historical Practice,Craig Yirush,FA,2017,3,23,9,10,9,2,2,3,1,0,0,0,2,0,0
HIST 97C,97C,Introduction to Historical Practice: Variable Topics in European History,Muriel Mc Clendon,FA,2017,0,4,1,4,2,1,1,0,0,0,0,0,0,0,0
HIST 126,126,"Europe in Age of Revolution, Circa 1775 to 1815",Albion Urdank,FA,2017,0,9,4,17,6,1,2,0,2,0,0,0,3,0,1
HIST 9D,9D,Introduction to Asian Civilizations: History of the Near and Middle East,James Gelvin,FA,2017,0,27,37,18,12,0,1,2,0,0,1,0,0,0,2
HIST 19,19,Fiat Lux Freshman Seminars,James Gelvin,FA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
HIST 187D,187D,"Variable Topics Historiography Proseminar: U.S.: Race, Medicine, and Body Politic",Craig Yirush,FA,2017,0,3,4,0,0,1,0,1,0,0,0,0,0,1,0
HIST M108C,M108C,Culture Area of Maghrib,Aomar Boum,FA,2017,2,4,4,3,0,0,0,0,1,0,0,0,1,0,1
HIST 142D,142D,American Popular Culture,Mary Corey,FA,2017,1,84,115,41,17,10,1,0,0,0,0,0,0,2,6
HIST 148,148,Introduction to Public/Applied History,Karen Wilson,FA,2017,6,10,8,3,2,0,0,0,1,0,0,0,0,0,0
HIST 94,94,What Is History? An Introduction to Historical Thinking and Practice,David Myers,FA,2017,2,9,9,10,6,6,3,3,3,0,0,0,0,0,1
HIST 97C,97C,Introduction to Historical Practice: Variable Topics in European History,David Sabean,FA,2017,0,3,3,4,4,3,0,0,0,0,0,0,0,0,1
HIST 8A,8A,Colonial Latin America,Kevin Terraciano,FA,2017,0,58,97,79,85,37,15,14,0,0,0,0,5,0,10
HIST 113A,113A,History of Ancient Greece: Rise of Greek City-State,David Phillips,FA,2017,1,6,8,14,19,14,4,2,2,1,1,0,1,0,1
HIST M104B,M104B,Sumerians,Elizabeth Carter,FA,2017,0,3,1,1,3,0,2,1,0,0,1,0,0,0,0
HIST 119A,119A,"Medieval Europe, 400 to 1000",Jackie Goldberg,FA,2017,0,10,11,11,2,4,0,0,0,0,0,0,0,0,2
HIST M151A,M151A,History of Chicano Peoples,Juan Gomez-Quinones,FA,2017,1,6,2,0,0,1,0,6,0,0,0,0,1,0,0
HIST 3A,3A,Introduction to History of Science: Scientific Revolution,Amir Alexander,FA,2017,7,45,20,16,7,3,1,0,1,0,2,0,1,1,3
HIST 9A,9A,Introduction to Asian Civilizations: History of India,Vinay Lal,FA,2017,0,8,7,22,10,4,0,0,0,0,0,0,1,0,0
HIST 105A,105A,Survey of Middle East from 500 to the Present: 500 to 1300,Michael Morony,FA,2017,0,5,1,2,26,5,1,4,0,0,0,0,0,0,0
HIST 13A,13A,History of the U.S. and Its Colonial Origins: Colonial Origins and First Nation Building Acts,Carla Pestana,FA,2017,1,10,29,21,13,11,10,2,0,0,1,0,1,0,6
HIST 97G,97G,Introduction to Historical Practice: Variable Topics in East Asian History,Richard Von glahn,FA,2017,0,3,1,7,4,1,1,0,0,0,0,0,1,0,0
HLT POL 100,100,Introduction to Health Policy and Management,Stuart Schweitzer,FA,2017,18,45,21,4,1,0,0,0,0,0,0,0,0,0,0
HNRS 158,158,Justice and Moral Responsibility in Literature,Daniel Lowenstein,FA,2017,0,3,7,5,1,0,1,0,0,0,0,0,0,0,0
HNRS 193A,193A,Journal Club Seminars: McNair Research Scholars,Alice Ho,FA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
HNRS 84,84,Conflicts between Languages,Robert Kirsner,FA,2017,0,7,5,3,0,0,0,0,0,0,0,0,0,0,0
HNRS 184,184,India and Pakistan: Historic Roots of Conflict and Prospects for Cooperation,Stanley Wolpert,FA,2017,1,3,3,3,2,0,0,2,0,0,0,0,0,0,0
HNRS 110,110,Marxist and Post-Marxist Approaches to Cultural Studies,Rebecca Emigh,FA,2017,0,2,1,3,4,0,0,0,0,0,0,0,0,0,0
HNRS 21W,21W,Rise and Fall of Modernism,Richard Creese,FA,2017,0,7,4,1,1,1,0,0,0,0,0,0,0,0,0
HNRS 156,156,Consciousness and Brain,Margaret Jacob,FA,2017,0,8,5,2,0,1,0,0,0,0,0,0,0,0,0
HNRS 101E,101E,Leading Undergraduate Seminars,H. Whang Sayson,FA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
HNRS 132,132,Bible as Political Theory,Jennifer Jung-kim,FA,2017,0,9,11,1,0,0,0,0,0,0,0,0,0,0,0
HNRS 119,119,Hollywood and Cultural Diversity in America,Alexander Franklin,FA,2017,4,21,1,0,0,0,0,0,0,0,0,0,0,0,0
HNRS 193A,193A,Journal Club Seminars: McNair Research Scholars,Jonli Tunstall,FA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
HNRS 111,111,Stress and Coping,Christine Dunkel Schetter,FA,2017,0,7,9,3,1,0,0,0,0,0,0,0,0,0,0
I A STD 1,1,Introduction to International and Area Studies,Adam Moore,FA,2017,0,63,20,20,22,9,6,8,4,2,5,0,5,1,4
I A STD 160,160,Selected Topics in International and Area Studies,David Menashri,FA,2017,1,12,18,9,4,7,0,0,0,0,0,0,0,0,2
I A STD 191,191,Variable Topics Senior Research Seminars: International and Area Studies,Bonnie Taub,FA,2017,0,0,8,2,3,0,0,0,0,0,0,0,0,0,0
INDO 1,1,Introductory Indonesian,Juliana Wijaya,FA,2017,1,8,1,0,1,1,0,0,0,0,0,0,0,0,0
INF STD 30,30,Internet and Society,Leah Lievrouw,FA,2017,5,8,9,10,5,3,0,0,0,0,1,0,0,0,0
INF STD 180,180,Special Topics in Information Studies,Leah Lievrouw,FA,2017,0,8,2,1,4,0,0,0,0,0,0,0,0,0,0
INF STD 10,10,Fundamentals of Information Searching and Evaluation,Jonathan Furner,FA,2017,2,19,2,0,0,0,0,0,0,0,0,0,0,0,0
INTL DV 191,191,Variable Topics Research Seminars: International Development Studies -- Senior Seminar,Andrew Apter,FA,2017,1,13,5,6,0,0,0,0,0,0,0,0,0,0,0
IRANIAN M110A,M110A,Iranian Civilization,Rahim Shayegan,FA,2017,3,20,7,1,1,0,1,0,0,0,0,0,0,0,0
IRANIAN 103A,103A,Advanced Persian: Introduction to Classical Persian Poetry,Domenico Ingenito,FA,2017,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
IRANIAN 1A,1A,Elementary Persian,Rahim Shayegan,FA,2017,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0
IRANIAN M105A,M105A,Baha'i Faith in Iran: Historical and Sociological Survey,Nader Saiedi,FA,2017,1,32,8,2,2,0,0,0,0,0,0,0,0,0,0
IRANIAN 1A,1A,Elementary Persian,Banafsheh Pourzangiabadi,FA,2017,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0
IRANIAN 20A,20A,Accelerated Elementary Persian,Latifeh Hagigi,FA,2017,0,27,3,2,0,0,0,0,0,0,0,0,0,0,0
ISLM ST M110,M110,Introduction to Islam,Michael Cooperson,FA,2017,19,33,15,15,11,6,2,1,1,2,0,0,0,1,11
ITALIAN 2,2,Elementary Italian -- Continued,Elissa Tognozzi,FA,2017,1,3,4,1,2,0,1,0,0,0,0,0,0,0,0
ITALIAN 2,2,Elementary Italian -- Continued,Hoang Truong,FA,2017,0,4,3,2,0,2,1,0,0,0,0,0,0,0,1
ITALIAN 46,46,Italian Cinema and Culture in English,Thomas Harrison,FA,2017,11,46,31,26,29,2,7,2,1,0,1,0,2,0,15
ITALIAN 121,121,Literature and Film,Viviana Pezzera,FA,2017,1,10,2,2,4,0,0,0,0,0,0,0,0,0,1
ITALIAN 110,110,Dante in English,Andrea Moudarres,FA,2017,6,20,3,3,6,4,3,0,1,0,0,0,0,0,2
ITALIAN 116A,116A,Italian Renaissance: Renewal of Art and Thought,Andrea Moudarres,FA,2017,2,7,2,3,2,2,0,0,0,0,0,0,0,0,0
ITALIAN 1,1,Elementary Italian -- Beginning,Elissa Tognozzi,FA,2017,5,19,5,7,0,1,0,0,0,0,0,0,1,0,2
ITALIAN 1,1,Elementary Italian -- Beginning,Hoang Truong,FA,2017,2,14,6,6,5,4,2,0,0,0,0,0,1,2,4
ITALIAN 1,1,Elementary Italian -- Beginning,Ornella Spano,FA,2017,0,7,0,1,1,2,0,1,1,0,0,0,0,0,3
ITALIAN 3,3,Elementary Italian -- Continued,Ornella Spano,FA,2017,3,13,5,5,1,1,2,4,0,0,0,1,0,0,4
JAPAN 100A,100A,Advanced Modern Japanese,Yoko Nogami,FA,2017,0,6,11,4,8,6,0,2,2,0,2,0,1,0,0
JAPAN 4,4,Intermediate Modern Japanese,Asako Takakura,FA,2017,0,13,18,2,0,2,0,0,0,0,0,0,1,0,0
JAPAN 75,75,Anime,Michael Emmerich,FA,2017,3,66,73,28,23,1,2,1,1,0,0,0,1,0,0
JAPAN 191B,191B,Variable Topics Research Seminars: Modern Japan,Junko Yamazaki,FA,2017,1,8,4,3,2,0,0,0,0,0,2,0,0,0,0
JAPAN 101A,101A,Advanced Readings in Modern Japanese,Asako Takakura,FA,2017,2,4,10,1,1,0,0,0,0,0,0,0,0,0,0
JAPAN 1,1,Elementary Modern Japanese,Eishi Ikeda,FA,2017,0,21,17,6,4,3,0,1,0,1,1,2,1,2,6
JAPAN 1A,1A,Elementary Japanese for Kanji Native Students,Yumiko Kawanishi,FA,2017,0,28,7,6,3,0,0,0,0,0,0,0,0,2,3
JAPAN 100R,100R,Third-Year Advanced Reading in Modern Japanese,Yuki Taylor,FA,2017,0,7,8,0,1,1,1,0,0,0,0,0,0,0,0
JAPAN C159,C159,Variable Topics in Culture and Society in Japan,Leslie Winston,FA,2017,1,4,7,7,4,4,0,4,3,1,0,0,1,0,0
JAPAN 154,154,Postwar Japanese Culture through Literature,Mari Ishida,FA,2017,0,22,8,4,5,0,0,0,0,0,0,0,0,0,0
JAPAN 110A,110A,Introduction to Classical Japanese: Basic Grammar,Michael Emmerich,FA,2017,1,1,2,0,3,0,0,0,0,0,0,0,0,1,0
JAPAN 103A,103A,Fourth-Year Japanese: Advanced Speaking I,Yumiko Kawanishi,FA,2017,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0
JAPAN 50,50,Japanese Civilization,Mari Ishida,FA,2017,26,51,11,7,9,4,5,4,2,1,0,0,3,0,6
JAPAN 4,4,Intermediate Modern Japanese,William Bodiford,FA,2017,7,7,4,1,0,1,0,0,1,0,0,0,0,0,0
JEWISH 175,175,Modern Israeli Literature Made into Films,Lev Hakak,FA,2017,0,19,0,0,7,0,0,2,0,0,0,0,0,0,0
JEWISH M10,M10,"Social, Cultural, and Religious Institutions of Judaism",Daniel Stein-Kokin,FA,2017,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0
JEWISH 177,177,Variable Topics in Jewish Studies,Daniel Stein-Kokin,FA,2017,1,5,6,5,5,0,0,2,0,0,0,0,0,0,0
KOREA 100A,100A,Advanced Modern Korean,Jae Mitsunaga,FA,2017,3,7,3,2,1,2,0,0,0,0,0,0,0,0,0
KOREA 101A,101A,Advanced Readings in Modern Korean,Hee Ju,FA,2017,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0
KOREA 103A,103A,Readings in Sino-Korean Characters,Jaeeun Yoon,FA,2017,0,7,4,1,2,2,1,2,0,0,0,0,0,0,1
KOREA 4,4,Intermediate Modern Korean,Seonkyung Jeon,FA,2017,9,20,9,1,0,1,0,0,0,0,0,0,0,0,3
KOREA 1A,1A,Elementary Korean for Korean-Heritage Speakers,Jae Mitsunaga,FA,2017,22,34,15,2,3,4,0,0,0,0,0,0,2,0,5
KOREA 191A,191A,Variable Topics Research Seminars: Traditional Korea,John Duncan,FA,2017,1,3,6,2,3,1,0,0,0,0,0,0,0,0,0
KOREA 184A,184A,Women in History: Premodern Korea,Jennifer Jung-kim,FA,2017,0,2,3,3,5,2,2,4,0,0,0,0,0,0,0
KOREA 102A,102A,Advanced Korean Conversation,Jane Choi,FA,2017,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA C151,C151,Korean Literature in Translation: Modern,Christopher Hanscom,FA,2017,1,11,5,6,4,5,2,0,0,1,1,1,0,0,0
KOREA 104A,104A,Korean Writing for Advanced Learners,Jaeeun Yoon,FA,2017,1,7,5,2,2,0,0,0,0,0,0,0,0,0,0
KOREA M60,M60,Introduction to Korean Religions,Sung-deuk Oak,FA,2017,8,23,8,14,2,3,2,1,0,0,1,0,1,2,8
KOREA 100A,100A,Advanced Modern Korean,Hee Ju,FA,2017,1,7,1,1,1,2,0,0,0,0,0,0,0,0,0
KOREA 183,183,Korean Folklore,Timothy Tangherlini,FA,2017,4,11,12,10,6,8,0,0,1,0,1,0,2,0,4
KOREA 1,1,Elementary Modern Korean,Jane Choi,FA,2017,39,36,6,6,2,1,0,0,0,0,1,0,0,0,4
LATIN 3,3,Elementary Latin,Sarah Beckmann,FA,2017,1,3,0,1,0,0,0,0,0,0,0,0,1,0,5
LATIN 3,3,Elementary Latin,Brent Vine,FA,2017,1,3,0,1,0,0,0,0,0,0,0,0,1,0,5
LATIN 20,20,Intermediate Latin,Brent Vine,FA,2017,1,3,2,1,2,0,0,0,0,0,0,0,0,1,0
LATIN 3,3,Elementary Latin,Samuel Beckelhymer,FA,2017,1,3,0,1,0,0,0,0,0,0,0,0,1,0,5
LATIN 1,1,Elementary Latin,Samuel Beckelhymer,FA,2017,3,20,4,4,7,5,1,3,0,0,0,0,1,0,3
LATIN 1,1,Elementary Latin,Brent Vine,FA,2017,3,20,4,4,7,5,1,3,0,0,0,0,1,0,3
LBR&WS 10,10,Introduction to Labor and Workplace Studies,Abel Valenzuela,FA,2017,49,36,39,13,5,0,0,0,0,0,0,0,0,0,5
LBR&WS 188,188,Special Courses in Labor and Workplace Studies,Trevor Griffey,FA,2017,6,0,4,10,5,4,1,1,0,0,0,0,0,0,0
LBR&WS 188,188,Special Courses in Labor and Workplace Studies,Virginia Espino,FA,2017,13,17,7,4,0,0,0,0,0,0,0,0,0,0,0
LBR&WS 181,181,"Los Angeles Labor and Social Science Research Principles, Methods, and Practices",Nancy Guarneros Monterrosa,FA,2017,0,15,1,2,0,0,0,0,0,0,0,0,0,0,0
LBR&WS 101,101,Introduction to Labor and Social Movements in Los Angeles,Gaspar Rivera-Salgado,FA,2017,23,33,11,9,4,3,0,0,1,0,0,0,1,0,1
LGBTQS M114,M114,"Introduction to Lesbian, Gay, Bisexual, and Transgender Studies",James Schultz,FA,2017,5,32,18,7,11,1,2,3,0,1,0,0,3,1,4
LGBTQS 181,181,Variable Topics in Queer Diversities: Out of Closet and Into Vaults: Archival Research and Outfest/UCLA Legacy Project,Alicia Gaspar de alba,FA,2017,0,4,3,2,2,2,3,1,0,0,0,0,0,0,1
LIFESCI 192C,192C,Learning Assistant Program in Life Sciences,Alan Garfinkel,FA,2017,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 110,110,Career Exploration in Life Sciences,Rachel Kennison,FA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51
LIFESCI 192C,192C,Learning Assistant Program in Life Sciences,Hung Pham,FA,2017,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 7B,7B,"Genetics, Evolution, and Ecology",Debra Pires,FA,2017,11,52,44,38,30,25,8,8,0,4,0,0,0,0,0
LIFESCI 192A,192A,Undergraduate Practicum in Life Sciences,Shanna Shaked,FA,2017,15,77,1,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 23L,23L,Introduction to Laboratory and Scientific Methodology,Gaston Pfluegl,FA,2017,14,220,143,102,53,18,8,6,7,0,3,0,3,0,0
LIFESCI 192B,192B,Undergraduate Practicum in Life Sciences,Sharmila Venugopal,FA,2017,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 192B,192B,Undergraduate Practicum in Life Sciences,Amy Fluitt,FA,2017,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 192B,192B,Undergraduate Practicum in Life Sciences,Alan Garfinkel,FA,2017,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 192B,192B,Undergraduate Practicum in Life Sciences,Rachel Kennison,FA,2017,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 192B,192B,Undergraduate Practicum in Life Sciences,Hung Pham,FA,2017,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 1,1,"Evolution, Ecology, and Biodiversity",Ryan Ellingson,FA,2017,47,65,45,51,31,11,9,7,8,1,3,2,7,1,3
LIFESCI 192C,192C,Learning Assistant Program in Life Sciences,J.P. Maloy,FA,2017,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 15,15,Life: Concepts and Issues,Jay Phelan,FA,2017,3,90,26,42,73,35,27,33,3,0,0,0,0,0,13
LIFESCI 192C,192C,Learning Assistant Program in Life Sciences,Jukka Keranen,FA,2017,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 4,4,Genetics,Hung Pham,FA,2017,16,146,50,69,120,21,89,46,21,2,3,1,19,0,0
LIFESCI 7A,7A,Cell and Molecular Biology,Elizabeth Roth-Johnson,FA,2017,5,115,55,49,67,34,37,54,0,1,5,0,1,1,0
LIFESCI 2,2,"Cells, Tissues, and Organs",Stan Schein,FA,2017,14,18,13,19,35,16,22,33,13,0,3,0,6,0,0
LIFESCI 89,89,Honors Seminars,Stan Schein,FA,2017,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 192B,192B,Undergraduate Practicum in Life Sciences,J.P. Maloy,FA,2017,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 3,3,Introduction to Molecular Biology,Michelle Dragojlovic,FA,2017,4,12,7,9,14,6,5,6,0,0,0,0,0,0,0
LIFESCI 30A,30A,Mathematics for Life Scientists,Jukka Keranen,FA,2017,12,101,55,13,14,11,6,7,4,4,3,1,3,0,0
LIFESCI 192C,192C,Learning Assistant Program in Life Sciences,Amy Fluitt,FA,2017,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 192C,192C,Learning Assistant Program in Life Sciences,Rachel Kennison,FA,2017,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 192C,192C,Learning Assistant Program in Life Sciences,Shanna Shaked,FA,2017,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 192C,192C,Learning Assistant Program in Life Sciences,Sharmila Venugopal,FA,2017,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 1,1,"Evolution, Ecology, and Biodiversity",Tonya Kane,FA,2017,23,166,74,26,36,10,4,7,2,1,0,0,1,0,2
LIFESCI 7A,7A,Cell and Molecular Biology,Debra Pires,FA,2017,6,133,73,35,50,36,30,46,0,4,8,0,7,0,0
LIFESCI 192B,192B,Undergraduate Practicum in Life Sciences,Shanna Shaked,FA,2017,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 20,20,Quantitative Concepts for Life Sciences,Yevgenya Shevtsov,FA,2017,2,9,14,5,8,7,3,2,6,0,0,0,0,0,0
LIFESCI 30A,30A,Mathematics for Life Scientists,Sharmila Venugopal,FA,2017,55,116,7,21,14,4,10,4,1,1,0,1,0,0,0
LIFESCI 2,2,"Cells, Tissues, and Organs",Joseph Esdin,FA,2017,0,69,43,77,36,41,23,12,18,0,0,0,2,0,0
LIFESCI 30A,30A,Mathematics for Life Scientists,Alan Garfinkel,FA,2017,110,68,44,32,43,21,11,5,7,4,6,1,0,0,0
LIFESCI 7A,7A,Cell and Molecular Biology,J.P. Maloy,FA,2017,4,108,57,46,44,28,25,30,5,0,6,0,5,0,0
LIFESCI 7B,7B,"Genetics, Evolution, and Ecology",Frank Laski,FA,2017,11,52,44,38,30,25,8,8,0,4,0,0,0,0,0
LIFESCI 3,3,Introduction to Molecular Biology,Amy Fluitt,FA,2017,38,88,84,64,91,32,40,38,32,10,12,5,10,0,0
LIFESCI 192B,192B,Undergraduate Practicum in Life Sciences,Jukka Keranen,FA,2017,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFESCI 7A,7A,Cell and Molecular Biology,C O'leary,FA,2017,4,108,57,46,44,28,25,30,5,0,6,0,5,0,0
LING 120C,120C,Semantics I,Ethan Poole,FA,2017,0,20,6,2,1,1,0,2,1,0,0,1,1,0,1
LING 165C,165C,Semantics II,Ethan Poole,FA,2017,0,10,2,0,1,0,0,1,4,0,1,0,0,0,0
LING 1,1,Introduction to Study of Language,Dominique Sportiche,FA,2017,36,118,79,41,42,17,16,12,1,8,6,2,6,4,22
LING M146,M146,Language in Culture,Alessandro Duranti,FA,2017,0,2,1,1,2,1,1,1,1,0,0,0,0,0,0
LING 11,11,Language in Action: Perspectives from Applied Linguistics,Trevor Kann,FA,2017,0,9,13,8,8,4,0,1,1,0,0,1,0,0,0
LING 20,20,Introduction to Linguistics,Dylan Bumford,FA,2017,24,28,28,9,13,17,9,11,9,1,4,0,5,3,4
LING 120A,120A,Phonology I,Roslyn Burns,FA,2017,1,3,4,4,4,3,3,0,2,0,0,0,1,0,0
LING C135,C135,Neurolinguistics,Victoria Mateu Martin,FA,2017,5,4,6,3,4,0,0,0,0,0,0,0,0,0,0
LING 127,127,Syntactic Typology and Universals,Timothy Stowell,FA,2017,5,12,15,0,4,2,0,0,0,0,0,0,0,0,0
LING 105,105,Morphology,Roslyn Burns,FA,2017,1,6,8,9,4,5,1,1,1,0,1,0,2,0,0
LING 114,114,American Indian Linguistics,Pamela Munro,FA,2017,0,10,13,5,5,3,0,0,1,0,0,0,0,0,0
LING 103,103,Introduction to General Phonetics,Patricia Keating,FA,2017,2,6,12,7,4,4,3,1,1,1,0,1,0,0,0
LING 130,130,Language Development,Nina Hyams,FA,2017,4,6,5,4,6,4,2,2,0,0,0,0,1,0,1
LING 120B,120B,Syntax I,Carson Schutze,FA,2017,5,4,3,4,3,3,1,3,2,2,3,1,4,0,0
